Date,Nifty_Open,Nifty_High,Nifty_Low,Nifty_Close,Nifty_Volume,VIX_Close,USDINR_Close
2025-07-22,25166.650390625,25182.0,25035.55078125,25060.900390625,483700.0,10.75,86.19529724121094
2025-07-23,25139.349609375,25233.5,25085.5,25219.900390625,271500.0,10.520000457763672,86.3427963256836
2025-07-24,25243.30078125,25246.25,25018.69921875,25062.099609375,338700.0,10.720000267028809,86.39869689941406
2025-07-25,25010.349609375,25010.349609375,24806.349609375,24837.0,278100.0,11.279999732971191,86.4302978515625
2025-07-28,24782.44921875,24889.19921875,24646.599609375,24680.900390625,262100.0,12.0600004196167,86.506103515625
2025-07-29,24609.650390625,24847.150390625,24598.599609375,24821.099609375,284700.0,11.529999732971191,86.77760314941406
2025-07-30,24890.400390625,24902.30078125,24771.94921875,24855.05078125,243900.0,11.210000038146973,87.06320190429688
2025-07-31,24642.25,24956.5,24635.0,24768.349609375,346300.0,11.539999961853027,87.714599609375
2025-08-01,24734.900390625,24784.150390625,24535.05078125,24565.349609375,263400.0,11.979999542236328,87.4894027709961
2025-08-04,24596.05078125,24736.25,24554.0,24722.75,259300.0,11.970000267028809,87.24530029296875
2025-08-05,24720.25,24733.099609375,24590.30078125,24649.55078125,251800.0,11.710000038146973,87.89330291748047
2025-08-06,24641.349609375,24671.400390625,24539.19921875,24574.19921875,225100.0,11.960000038146973,87.72309875488281
2025-08-07,24464.19921875,24634.19921875,24344.150390625,24596.150390625,616700.0,11.6899995803833,87.76249694824219
2025-08-08,24544.25,24585.5,24337.5,24363.30078125,312600.0,12.029999732971191,87.43319702148438
2025-08-11,24371.5,24600.849609375,24347.44921875,24585.05078125,241100.0,12.220000267028809,87.48829650878906
2025-08-12,24563.349609375,24702.599609375,24465.650390625,24487.400390625,237000.0,12.229999542236328,87.66449737548828
2025-08-13,24586.19921875,24664.55078125,24535.25,24619.349609375,236000.0,12.140000343322754,87.59559631347656
2025-08-14,24607.25,24673.650390625,24596.900390625,24631.30078125,270200.0,12.359999656677246,87.44999694824219
2025-08-15,24607.25,24673.650390625,24596.900390625,24631.30078125,270200.0,12.359999656677246,87.69180297851562
2025-08-18,24938.19921875,25022.0,24852.849609375,24876.94921875,363100.0,12.34000015258789,87.51280212402344
2025-08-19,24891.349609375,25012.650390625,24873.94921875,24980.650390625,252300.0,11.789999961853027,87.29509735107422
2025-08-20,24965.80078125,25088.69921875,24929.69921875,25050.55078125,287100.0,11.789999961853027,87.0791015625
2025-08-21,25142.0,25153.650390625,25054.900390625,25083.75,226500.0,11.369999885559082,87.01820373535156
2025-08-22,25064.150390625,25084.849609375,24859.150390625,24870.099609375,210200.0,11.729999542236328,87.29340362548828
2025-08-25,24949.150390625,25021.55078125,24894.349609375,24967.75,213000.0,11.760000228881836,87.3301010131836
2025-08-26,24899.5,24919.650390625,24689.599609375,24712.05078125,750500.0,12.1899995803833,87.60859680175781
2025-08-27,24899.5,24919.650390625,24689.599609375,24712.05078125,750500.0,12.1899995803833,87.60070037841797
2025-08-28,24695.80078125,24702.650390625,24481.599609375,24500.900390625,326600.0,12.180000305175781,87.65910339355469
2025-08-29,24466.69921875,24572.44921875,24404.69921875,24426.849609375,325500.0,11.75,87.5916976928711
2025-09-01,24432.69921875,24635.599609375,24432.69921875,24625.05078125,229300.0,11.289999961853027,88.17430114746094
2025-09-02,24653.0,24756.099609375,24522.349609375,24579.599609375,271600.0,11.399999618530273,88.00140380859375
2025-09-03,24616.5,24737.05078125,24533.19921875,24715.05078125,340300.0,10.930000305175781,87.99829864501953
2025-09-04,24980.75,24980.75,24708.19921875,24734.30078125,314100.0,10.850000381469727,88.072998046875
2025-09-05,24818.849609375,24832.349609375,24621.599609375,24741.0,210100.0,10.779999732971191,88.19290161132812
2025-09-08,24802.599609375,24885.5,24751.55078125,24773.150390625,213200.0,10.84000015258789,88.1863021850586
2025-09-09,24864.099609375,24891.80078125,24814.0,24868.599609375,226900.0,10.6899995803833,87.98049926757812
2025-09-10,24991.0,25035.69921875,24915.05078125,24973.099609375,244100.0,10.539999961853027,88.21829986572266
2025-09-11,24945.5,25037.30078125,24940.150390625,25005.5,224600.0,10.359999656677246,88.05339813232422
2025-09-12,25074.44921875,25139.44921875,25038.05078125,25114.0,225700.0,10.119999885559082,88.2676010131836
2025-09-15,25118.900390625,25138.44921875,25048.75,25069.19921875,185400.0,10.399999618530273,88.27729797363281
2025-09-16,25073.599609375,25261.400390625,25070.44921875,25239.099609375,240100.0,10.270000457763672,88.12349700927734
2025-09-17,25276.599609375,25346.5,25275.349609375,25330.25,268900.0,10.25,87.88459777832031
2025-09-18,25441.05078125,25448.94921875,25329.75,25423.599609375,272200.0,9.890000343322754,87.91069793701172
2025-09-19,25410.19921875,25428.75,25286.30078125,25327.05078125,380400.0,9.970000267028809,88.20690155029297
2025-09-22,25238.099609375,25331.69921875,25151.05078125,25202.349609375,254500.0,10.5600004196167,88.09919738769531
2025-09-23,25209.0,25261.900390625,25084.650390625,25169.5,299200.0,10.630000114440918,88.30439758300781
2025-09-24,25108.75,25149.849609375,25027.44921875,25056.900390625,244400.0,10.520000457763672,88.80799865722656
2025-09-25,25034.5,25092.69921875,24878.30078125,24890.849609375,342500.0,10.779999732971191,88.77860260009766
2025-09-26,24818.55078125,24868.599609375,24629.44921875,24654.69921875,291500.0,11.430000305175781,88.77310180664062
2025-09-29,24728.55078125,24791.30078125,24606.19921875,24634.900390625,394400.0,11.369999885559082,88.67680358886719
2025-09-30,24691.94921875,24731.80078125,24587.69921875,24611.099609375,303000.0,11.069999694824219,88.70449829101562
2025-10-01,24620.55078125,24867.94921875,24605.94921875,24836.30078125,308900.0,10.289999961853027,88.8406982421875
2025-10-02,24620.55078125,24867.94921875,24605.94921875,24836.30078125,308900.0,10.289999961853027,88.68299865722656
2025-10-03,24759.55078125,24904.80078125,24747.55078125,24894.25,365900.0,10.0600004196167,88.72019958496094
2025-10-06,24916.55078125,25095.94921875,24881.650390625,25077.650390625,268800.0,10.1899995803833,88.73509979248047
2025-10-07,25085.30078125,25220.900390625,25076.30078125,25108.30078125,288000.0,10.050000190734863,88.72109985351562
2025-10-08,25079.75,25192.5,25008.5,25046.150390625,227400.0,10.3100004196167,88.74259948730469
2025-10-09,25074.30078125,25199.25,25024.30078125,25181.80078125,286300.0,10.119999885559082,88.7771987915039
2025-10-10,25167.650390625,25330.75,25156.849609375,25285.349609375,232900.0,10.100000381469727,88.86540222167969
2025-10-13,25177.30078125,25267.30078125,25152.30078125,25227.349609375,234300.0,11.010000228881836,88.7573013305664
2025-10-14,25277.55078125,25310.349609375,25060.55078125,25145.5,292100.0,11.15999984741211,88.66510009765625
2025-10-15,25181.94921875,25365.150390625,25159.349609375,25323.55078125,289900.0,10.529999732971191,88.78250122070312
2025-10-16,25394.900390625,25625.400390625,25376.849609375,25585.30078125,372800.0,10.869999885559082,87.80950164794922
2025-10-17,25546.849609375,25781.5,25508.599609375,25709.849609375,422100.0,11.630000114440918,87.9906997680664
2025-10-20,25824.599609375,25926.19921875,25788.5,25843.150390625,301100.0,11.359999656677246,88.0022964477539
2025-10-21,25901.19921875,25934.349609375,25825.80078125,25868.599609375,42500.0,11.300000190734863,87.87999725341797
2025-10-22,25901.19921875,25934.349609375,25825.80078125,25868.599609375,42500.0,11.300000190734863,88.00160217285156
2025-10-23,26057.19921875,26104.19921875,25862.44921875,25891.400390625,448400.0,11.729999542236328,87.74030303955078
2025-10-24,25935.099609375,25944.150390625,25718.19921875,25795.150390625,284900.0,11.59000015258789,87.77899932861328
2025-10-27,25843.19921875,26005.94921875,25827.0,25966.05078125,266300.0,11.859999656677246,87.8290023803711
2025-10-28,25939.94921875,26041.69921875,25810.05078125,25936.19921875,395200.0,11.949999809265137,88.22209930419922
2025-10-29,25982.0,26097.849609375,25960.30078125,26053.900390625,321900.0,11.970000267028809,88.22550201416016
2025-10-30,25984.400390625,26032.05078125,25845.25,25877.849609375,257400.0,12.069999694824219,88.34559631347656
2025-10-31,25863.80078125,25953.75,25711.19921875,25722.099609375,334400.0,12.149999618530273,88.6344985961914
2025-11-03,25696.849609375,25803.099609375,25645.5,25763.349609375,23300.0,12.670000076293945,88.77539825439453
2025-11-04,25744.75,25787.400390625,25578.400390625,25597.650390625,305100.0,12.649999618530273,88.72339630126953
2025-11-05,25744.75,25787.400390625,25578.400390625,25597.650390625,305100.0,12.649999618530273,88.73200225830078
2025-11-06,25593.349609375,25679.150390625,25491.55078125,25509.69921875,371900.0,12.40999984741211,88.55690002441406
2025-11-07,25433.80078125,25551.25,25318.44921875,25492.30078125,305600.0,12.5600004196167,88.6729965209961
2025-11-10,25503.5,25653.44921875,25503.5,25574.349609375,243600.0,12.300000190734863,88.65799713134766
2025-11-11,25617.0,25715.80078125,25449.25,25694.94921875,297700.0,12.489999771118164,88.70709991455078
2025-11-12,25834.30078125,25934.55078125,25781.150390625,25875.80078125,312600.0,12.109999656677246,88.46649932861328
2025-11-13,25906.099609375,26010.69921875,25808.400390625,25879.150390625,385200.0,12.15999984741211,88.59400177001953
2025-11-14,25767.900390625,25940.19921875,25740.80078125,25910.05078125,518900.0,11.9399995803833,88.81610107421875
2025-11-17,25948.19921875,26024.19921875,25906.349609375,26013.44921875,281800.0,11.789999961853027,88.68199920654297
